1-Jul-08,Hancock,150000000,227946274,624234272,474234272.0
1-Sep-21,Shang-Chi and the Legend of the Ten Rings,150000000,224543292,432224634,282224634.0
15-Jul-05,Charlie and the Chocolate Factory,150000000,206459076,475825484,325825484.0
29-Jun-07,Ratatouille,150000000,206445654,626549695,476549695.0
30-Oct-13,Thor: The Dark World,150000000,206362140,644602516,494602516.0
15-Jun-05,Batman Begins,150000000,205343774,356770593,206770593.0
29-Jul-15,Mission: Impossible—Rogue Nation,150000000,195042377,688858992,538858992.0
18-Jul-17,Dunkirk,150000000,190068280,512390011,362390011.0
29-Apr-11,Thor,150000000,181030624,449326618,299326618.0
7-Nov-08,Madagascar: Escape 2 Africa,150000000,180174880,599680774,449680774.0
1-May-09,X-Men Origins: Wolverine,150000000,179883157,374825760,224825760.0
22-May-09,Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063,252231063.0
26-May-11,Kung Fu Panda 2,150000000,165249063,664837547,514837547.0
14-May-15,Mad Max: Fury Road,150000000,153636354,369873869,219873869.0
3-May-19,Pokémon: Detective Pikachu,150000000,144105346,428919826,278919826.0
5-Nov-03,The Matrix Revolutions,150000000,139270910,427300260,277300260.0
20-Mar-18,Ready Player One,150000000,137690172,579055653,429055653.0
4-Nov-05,Chicken Little,150000000,135386665,310043823,160043823.0
5-May-06,Mission: Impossible III,150000000,133501348,399387745,249387745.0
15-May-09,Angels & Demons,150000000,133375846,490875846,340875846.0
13-May-04,Troy,150000000,133298577,483152040,333152040.0
1-Jul-10,The Last Airbender,150000000,131772187,319713881,169713881.0
2-Nov-07,Bee Movie,150000000,126631277,287594577,137594577.0
24-Jul-09,G-Force,150000000,119436770,292817841,142817841.0
21-Nov-08,Bolt,150000000,114053579,328015029,178015029.0
24-Nov-21,Encanto,150000000,96093622,230962269,80962269.0
2-Mar-23,Dungeons & Dragons: Honor Among Thieves,150000000,93277026,207582323,57582323.0
28-Mar-12,Wrath of the Titans,150000000,83670083,305270083,155270083.0
16-Nov-07,Beowulf,150000000,82280579,195080579,45080579.0
9-May-12,Dark Shadows,150000000,79727149,245564215,95564215.0
28-Jun-13,White House Down,150000000,73103784,205440387,55440387.0
14-Jul-21,Space Jam: A New Legacy,150000000,70592228,143987946,-6012054.0
12-Feb-10,The Wolfman,150000000,62189884,142634358,-7365642.0
15-Dec-16,The Great Wall,150000000,45157105,334486852,184486852.0
25-Sep-15,Pan,150000000,35088320,151525973,1525973.0
11-Mar-11,Mars Needs Moms,150000000,21392758,39549758,-110450242.0
3-Feb-22,Moonfall,150000000,19060660,59053195,-90946805.0
4-Nov-21,Red Notice,150000000,0,173638,-149826362.0
13-Dec-19,6 Underground,150000000,0,0,-150000000.0
3-Nov-06,Flushed Away,149000000,64665672,179357126,30357126.0
8-Jun-12,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,601921271.0
14-Dec-11,Mission: Impossible—Ghost Protocol,145000000,209397903,694713230,549713230.0
5-Jun-14,How to Train Your Dragon 2,145000000,177002924,614586270,469586270.0
16-Jun-99,Tarzan,145000000,171091819,448191819,303191819.0
20-Feb-14,Mr. Peabody & Sherman,145000000,111506430,269806430,124806430.0
20-Nov-12,Rise of the Guardians,145000000,103412758,306941670,161941670.0
8-Apr-05,Sahara,145000000,68671925,121645390,-23354610.0
13-Jul-16,Ghostbusters,144000000,128350574,229008658,85008658.0
22-Nov-02,Die Another Day,142000000,160942139,431942139,289942139.0
9-Jul-03,Pirates of the Caribbean: The Curse of the Blac…,140000000,305410819,654310819,514310819.0
8-May-09,Star Trek,140000000,257730019,386839614,246839614.0
1-Jul-98,Armageddon,140000000,201578182,554600000,414600000.0
3-Jul-02,Men in Black 2,140000000,190418803,441767803,301767803.0
22-Jul-11,Captain America: The First Avenger,140000000,176654505,370569776,230569776.0
23-Jan-16,Kung Fu Panda 3,140000000,143528619,521170825,381170825.0
10-Jul-98,Lethal Weapon 4,140000000,130444603,285400000,145400000.0
27-Mar-13,G.I. Joe: Retaliation,140000000,122523060,375740705,235740705.0
5-Dec-03,The Last Samurai,140000000,111110575,456810575,316810575.0
21-Dec-05,Fun With Dick And Jane,140000000,110550000,203018919,63018919.0
5-Dec-14,Exodus: Gods and Kings,140000000,65014513,268314513,128314513.0
30-Jun-16,The BFG,140000000,55483770,199646680,59646680.0
3-Oct-19,Gemini Man,140000000,48546770,166598362,26598362.0
24-Feb-16,Gods of Egypt,140000000,31153464,138836756,-1163244.0
Unknown,Desert Warrior,140000000,0,0,-140000000.0
3-May-02,Spider-Man,139000000,403706375,821706375,682706375.0
6-Mar-09,Watchmen,138000000,107509799,186976250,48976250.0
29-Jul-05,Stealth,138000000,32116746,76416746,-61583254.0
13-Jun-08,The Incredible Hulk,137500000,134806913,265573859,128073859.0
20-Jun-03,Hulk,137000000,132177234,245031679,108031679.0
11-Jul-01,Final Fantasy: The Spirits Within,137000000,32131830,85131830,-51868170.0
14-Nov-12,The Twilight Saga: Breaking Dawn Part 2,136200000,292324737,829724737,693524737.0
15-Mar-13,The Croods,135000000,187168425,573068425,438068425.0
25-Dec-15,The Revenant,135000000,183637894,532938302,397938302.0
19-Nov-99,The World is Not Enough,135000000,126930660,361730660,226730660.0
4-Mar-11,Rango,135000000,123477607,245724600,110724600.0
14-Nov-03,Master and Commander: The Far Side of the World,135000000,93926386,212912137,77912137.0
17-Jul-13,Turbo,135000000,83028130,286896578,151896578.0
2-Jun-16,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,110328374.0
18-Nov-11,Happy Feet Two,135000000,64006466,157956462,22956462.0
28-Jul-06,Miami Vice,135000000,63478838,164920076,29920076.0
22-Nov-22,Strange World,135000000,37968963,69579689,-65420311.0
31-Oct-18,The Nutcracker and the Four Realms,132900000,54858851,170024300,37124300.0
24-Jun-05,War of the Worlds,132000000,234280354,606836535,474836535.0
26-Nov-14,Penguins of Madagascar,132000000,83350911,366942531,234942531.0
15-Nov-13,The Hunger Games: Catching Fire,130000000,424668047,864808014,734808014.0
31-May-04,Harry Potter and the Prisoner of Azkaban,130000000,249757726,783227178,653227178.0
3-Aug-07,The Bourne Ultimatum,130000000,227471070,444043396,314043396.0
3-Jul-18,Ant-Man and the Wasp,130000000,216648740,623144660,493144660.0
6-Jun-08,Kung Fu Panda,130000000,215434591,631910531,501910531.0
14-Jul-15,Ant-Man,130000000,180202163,518858449,388858449.0
19-Mar-15,Home,130000000,177397510,385997896,255997896.0
19-Dec-18,Mary Poppins Returns,130000000,171958438,348901032,218901032.0
28-Oct-11,Puss in Boots,130000000,149260504,554987477,424987477.0
5-Nov-10,Megamind,130000000,148415853,321887208,191887208.0
18-Jul-03,Bad Boys II,130000000,138540870,273271982,143271982.0
20-Mar-14,Rio 2,130000000,131538435,492846291,362846291.0
23-Jul-10,Salt,130000000,118311368,290650494,160650494.0
27-Mar-14,Noah,130000000,101200044,352831065,222831065.0
28-Oct-11,The Adventures of Tintin,130000000,77591831,373993951,243993951.0
31-May-13,After Earth,130000000,60522097,251499665,121499665.0
26-Nov-08,Australia,130000000,49554002,215080810,85080810.0
19-Jul-13,R.I.P.D.,130000000,33618855,79076678,-50923322.0
3-Jan-19,How to Train Your Dragon: The Hidden World,129000000,160799505,521595422,392595422.0
29-Jul-23,Meg 2: The Trench,129000000,82600317,394266444,265266444.0
18-Nov-11,The Twilight Saga: Breaking Dawn Part 1,127500000,281287133,684436752,556936752.0
19-May-00,Dinosaur,127500000,137748063,356148063,228648063.0
23-Feb-17,Logan,127000000,226277068,614202315,487202315.0
18-Dec-14,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,226756621.0
13-Jul-11,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,1313548963,1188548963.0
19-Nov-14,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,641575131.0
15-Nov-01,Harry Potter and the Sorcerer’s Stone,125000000,317871467,963667273,838667273.0
4-Dec-19,Jumanji: The Next Level,125000000,316831246,798210215,673210215.0
17-Nov-10,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,951032438,826032438.0
19-May-06,The Da Vinci Code,125000000,217536138,767820459,642820459.0
30-Apr-03,X-Men 2,125000000,214949694,406348630,281348630.0
21-Apr-11,Fast Five,125000000,210031325,629975898,504975898.0
8-Aug-14,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,360004754.0
16-Dec-11,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,410663443.0
27-May-04,The Day After Tomorrow,125000000,186740799,555840117,430840117.0
17-Mar-17,The Boss Baby,125000000,175003033,527909949,402909949.0
1-Apr-10,Clash of the Titans,125000000,163214888,493214888,368214888.0
12-Oct-16,Trolls,125000000,153707064,343242613,218242613.0
19-May-98,Godzilla,125000000,136314294,376000000,251000000.0
30-May-12,Prometheus,125000000,126477084,402448265,277448265.0
10-Aug-12,The Bourne Legacy,125000000,113203870,280355920,155355920.0
20-Jun-97,Batman & Robin,125000000,107325195,238317814,113317814.0
5-Jul-18,Skyscraper,125000000,68420120,304858121,179858121.0
3-Jan-20,The Call of the Wild,125000000,62342368,107351191,-17648809.0
3-Aug-12,Total Recall,125000000,58877969,211856088,86856088.0
15-Mar-23,Shazam! Fury of the Gods,125000000,57638006,132192362,7192362.0
21-Dec-16,Assassin’s Creed,125000000,54647948,240759682,115759682.0
29-Dec-16,Monster Trucks,125000000,33370166,61642798,-63357202.0
27-Aug-99,The 13th Warrior,125000000,32698899,61698899,-63301101.0
6-Dec-23,Wonka,125000000,0,0,-125000000.0
17-Nov-00,How the Grinch Stole Christmas,123000000,260348825,345445403,222445403.0
24-May-00,Mission: Impossible 2,120000000,215409889,549588516,429588516.0
30-Jun-00,The Perfect Storm,120000000,182618434,328711434,208711434.0
20-Jul-16,Jason Bourne,120000000,162192920,416168316,296168316.0
10-Feb-22,Uncharted,120000000,148648820,400689914,280689914.0
15-Jun-07,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691,169480691.0
21-Nov-12,Life of Pi,120000000,124987022,619310368,499310368.0
16-Feb-07,Ghost Rider,120000000,115802596,229545589,109545589.0
9-Apr-18,Rampage,120000000,101028233,427947217,307947217.0
27-Jun-03,Charlie's Angels: Full Throttle,120000000,100814328,227163273,107163273.0
9-Aug-13,Elysium,120000000,93050117,286192091,166192091.0
19-Apr-13,Oblivion,120000000,89107235,287916633,167916633.0
24-Mar-17,Power Rangers,120000000,85364450,142531552,22531552.0
16-Aug-23,Blue Beetle,120000000,72488072,128776673,8776673.0
19-Jul-02,Stuart Little 2,120000000,64956806,166000000,46000000.0
12-Feb-14,RoboCop,120000000,58607007,242981799,122981799.0
11-Jun-04,The Chronicles of Riddick,120000000,57712751,107212751,-12787249.0
5-Aug-15,The Fantastic Four,120000000,56117548,167849187,47849187.0
9-May-08,Speed Racer,120000000,43945766,93394462,-26605538.0
22-Jul-05,The Island,120000000,35818913,163018913,43018913.0
17-Dec-10,How Do You Know?,120000000,30212620,49628177,-70371823.0
9-Nov-18,Outlaw King,120000000,0,0,-120000000.0
2-Dec-22,Emancipation,120000000,0,0,-120000000.0
23-Jun-10,Knight and Day,117000000,76423035,258751370,141751370.0
25-Jan-21,Tang Ren Jie Tan An 3,117000000,0,699072066,582072066.0
2-Oct-18,Venom,116000000,213511408,856081053,740081053.0
19-May-99,Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677,912044677.0
19-May-05,Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877,733998877.0
16-May-02,Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615,541695615.0
2-Nov-01,Monsters Inc.,115000000,290149425,560483719,445483719.0
26-Jul-13,The Wolverine,115000000,132556852,416456852,301456852.0
7-Feb-97,Dante’s Peak,115000000,67163857,178200000,63200000.0
6-Apr-16,The Huntsman: Winter’s War,115000000,48003015,165149302,50149302.0
14-Jun-02,Windtalkers,115000000,40914068,77628265,-37371735.0
6-Mar-19,Triple Frontier,115000000,0,0,-115000000.0
4-Jul-08,Astérix aux Jeux Olympiques,113500000,999811,132999811,19499811.0
24-Dec-10,Gulliver's Travels,112000000,42779261,232017848,120017848.0
8-Dec-17,Ferdinand,111000000,84410380,288510892,177510892.0
11-May-18,Deadpool 2,110000000,324591735,786362370,676362370.0
3-Oct-13,Gravity,110000000,274092705,684657731,574657731.0
